n_lags,hidden_units,epochs,learning_rate,mse
16,70,300,0.009,2.634966170677655
16,70,300,0.01,1.2583166273728024
16,70,400,0.001,1.9771026024990848
16,70,400,0.002,2.462479878256286
16,70,400,0.003,2.354461568048087
16,70,400,0.004,1.2149328511073936
16,70,400,0.005,1.9975506581809859
16,70,400,0.006,2.9491032433264817
16,70,400,0.007,2.6312429666905324
16,70,400,0.008,1.12471289964127
16,70,400,0.009,48.43015899104349
16,70,400,0.01,1.4302315694625907
16,70,500,0.001,0.6631303075480905
16,70,500,0.002,2.4079343561011557
16,70,500,0.003,1.4087543668273748
16,70,500,0.004,5.032962401258271
16,70,500,0.005,0.5000056858271168
16,70,500,0.006,1.418730749391685
16,70,500,0.007,0.8359890542137323
16,70,500,0.008,1.4669692773680758
16,70,500,0.009,15.678455343313189
16,70,500,0.01,4.742751536134563
16,80,200,0.001,0.7396246373666888
16,80,200,0.002,1.4033863025819153
16,80,200,0.003,1.474823551495036
16,80,200,0.004,2.362709271275247
16,80,200,0.005,3.3931735554688065
16,80,200,0.006,2.9903785072881384
16,80,200,0.007,23.302882494921704
16,80,200,0.008,0.8230643812191247
16,80,200,0.009,1.3279712107721848
16,80,200,0.01,0.8927058355551067
16,80,300,0.001,1.9916081860351629
16,80,300,0.002,0.3166513901256117
16,80,300,0.003,2.3623853568891344
16,80,300,0.004,1.647593040887129
16,80,300,0.005,1.019197909155425
16,80,300,0.006,2.0139586306737582
16,80,300,0.007,1.0450416202788821
16,80,300,0.008,9.536479688651822
16,80,300,0.009,1.0166219637578566
16,80,300,0.01,1.8240691145539776
16,80,400,0.001,2.8516241180917326
16,80,400,0.002,1.4177724612746088
16,80,400,0.003,5.346645517994676
16,80,400,0.004,4.8016677543625805
16,80,400,0.005,4.046602925715603
16,80,400,0.006,2.333600916271051
16,80,400,0.007,2.8423108381751288
16,80,400,0.008,1.4414747984776544
16,80,400,0.009,2.2301191823404523
16,80,400,0.01,1.0490079730782798
16,80,500,0.001,0.9759145543891975
16,80,500,0.002,1.7206306632080144
16,80,500,0.003,1.358084129575851
16,80,500,0.004,0.7714604285838206
16,80,500,0.005,0.6264845192477787
16,80,500,0.006,2.8061258803875297
16,80,500,0.007,0.6914404307128251
16,80,500,0.008,2.280908256761764
16,80,500,0.009,1.0234295212232607
16,80,500,0.01,0.9933065212541479
16,90,200,0.001,2.530351222596898
16,90,200,0.002,2.312080008126951
16,90,200,0.003,0.9531540345757605
16,90,200,0.004,1.2089217261422835
16,90,200,0.005,1.8138552466199727
16,90,200,0.006,1.0739435274629792
16,90,200,0.007,1.7243798272192956
16,90,200,0.008,2.3845420554157104
16,90,200,0.009,3.2468567688206753
16,90,200,0.01,2.226444405363171
16,90,300,0.001,0.8163255032010669
16,90,300,0.002,3.4733560733734485
16,90,300,0.003,2.8936321340758737
16,90,300,0.004,0.8296560721841711
16,90,300,0.005,1.1057138609725736
16,90,300,0.006,1.6442127246357472
16,90,300,0.007,0.7160358198098455
16,90,300,0.008,2.5892361285955707
16,90,300,0.009,3.6118689672909476
16,90,300,0.01,0.913882018194518
16,90,400,0.001,2.3534142953199666
16,90,400,0.002,1.3575557205875262
16,90,400,0.003,3.23941124737242
16,90,400,0.004,1.6253815387724506
16,90,400,0.005,0.876781922951546
16,90,400,0.006,1.2427965454138903
16,90,400,0.007,1.505083763712517
16,90,400,0.008,1.586258267171164
16,90,400,0.009,1.4983305448091315
16,90,400,0.01,1.547173478389995
16,90,500,0.001,0.5838580371229075
16,90,500,0.002,1.5111932120462883
16,90,500,0.003,0.42910804809571607
16,90,500,0.004,1.5805335867279615
16,90,500,0.005,1.171021050784484
16,90,500,0.006,1.1221261362558241
16,90,500,0.007,1.544690681742452
16,90,500,0.008,3.567509265557867
16,90,500,0.009,1.4941332485435375
16,90,500,0.01,0.8522870832560195
16,100,200,0.001,1.8352366447036068
16,100,200,0.002,1.2737659205615433
16,100,200,0.003,0.7003903030986636
16,100,200,0.004,2.0989225878502418
16,100,200,0.005,1.2634194170141397
16,100,200,0.006,0.9765465036214575
16,100,200,0.007,2.219027022483387
16,100,200,0.008,1.6466181570010816
16,100,200,0.009,2.2742015957002213
16,100,200,0.01,15.889152494131046
16,100,300,0.001,2.1677859032529114
16,100,300,0.002,1.0021382791249023
16,100,300,0.003,2.3839824905374747
16,100,300,0.004,3.293621384581474
16,100,300,0.005,5.901895537301783
16,100,300,0.006,3.234296950402333
16,100,300,0.007,0.9469602674318461
16,100,300,0.008,3.25041697263783
16,100,300,0.009,2.287822465499
16,100,300,0.01,2.743423076859997
16,100,400,0.001,0.6926695625689888
16,100,400,0.002,0.8927134946722773
16,100,400,0.003,1.8200672947020198
16,100,400,0.004,2.5870398729778805
16,100,400,0.005,0.8240601075223691
16,100,400,0.006,2.1820009481103795
16,100,400,0.007,0.705848434935716
16,100,400,0.008,0.9677813458281866
16,100,400,0.009,1.1145870431453913
16,100,400,0.01,1.3927058524786364
16,100,500,0.001,1.1913481826711847
16,100,500,0.002,3.2665008407519838
16,100,500,0.003,1.8012456173865818
16,100,500,0.004,2.3917112960311933
16,100,500,0.005,2.7146240234551153
16,100,500,0.006,1.3008140324384712
16,100,500,0.007,3.367571153433412
16,100,500,0.008,1.7635722107946572
16,100,500,0.009,0.9911584112391845
16,100,500,0.01,10.029866825723872
20,50,200,0.001,2.1132606927368864
20,50,200,0.002,1.9480381283250485
20,50,200,0.003,1.8437645751233358
20,50,200,0.004,1.686515470521407
20,50,200,0.005,1.9227818846410545
20,50,200,0.006,1.4665999172463515
20,50,200,0.007,1.3534613456879847
20,50,200,0.008,1.6321292595103827
20,50,200,0.009,0.5639854287922542
20,50,200,0.01,0.8730227887772601
20,50,300,0.001,2.4186784050108994
20,50,300,0.002,2.837713394968398
20,50,300,0.003,2.439544411034213
20,50,300,0.004,2.936365662510839
20,50,300,0.005,1.4330828128729167
20,50,300,0.006,0.7661351192774511
20,50,300,0.007,0.9007263046773377
20,50,300,0.008,2.3695425706569138
20,50,300,0.009,2.815894573782161
20,50,300,0.01,0.8505938095494977
20,50,400,0.001,3.3128239178767704
20,50,400,0.002,0.9593937107466977
20,50,400,0.003,1.3342298472916665
20,50,400,0.004,0.737805075245804
20,50,400,0.005,2.9599359684994497
20,50,400,0.006,1.504269168895613
20,50,400,0.007,1.3867001397991823
20,50,400,0.008,0.6586863563015884
20,50,400,0.009,3.238116370034729
20,50,400,0.01,1.3062544337617852
20,50,500,0.001,1.555405252981221
20,50,500,0.002,0.6240551701989467
20,50,500,0.003,1.2297689368573204
20,50,500,0.004,0.5935770142814504
20,50,500,0.005,2.0047302660988655
20,50,500,0.006,1.4072992552037014
20,50,500,0.007,3.5758325291100874
20,50,500,0.008,0.3472113645732856
20,50,500,0.009,4.502820531462319
20,50,500,0.01,1.5194143286082786
20,60,200,0.001,1.0168582574802651
20,60,200,0.002,1.837166578809652
20,60,200,0.003,3.1105935788874293
20,60,200,0.004,0.5783078912150266
20,60,200,0.005,1.0460639578111304
20,60,200,0.006,1.138998624928369
20,60,200,0.007,2.403653240461562
20,60,200,0.008,0.4884961353722991
20,60,200,0.009,6.419080383342407
20,60,200,0.01,0.986653309700129
20,60,300,0.001,3.3289922942859644
20,60,300,0.002,1.1890847530425241
20,60,300,0.003,2.0386583267362077
20,60,300,0.004,1.6441880518766852
20,60,300,0.005,0.5033284322116219
20,60,300,0.006,3.4327719043910916
20,60,300,0.007,1.61858872960396
20,60,300,0.008,0.8879440871365872
20,60,300,0.009,2.3099439716166517
20,60,300,0.01,1.8597957425218412
20,60,400,0.001,4.374340873169218
20,60,400,0.002,4.692009802067413
20,60,400,0.003,1.5327429581043766
20,60,400,0.004,2.819534185115444
20,60,400,0.005,1.2314314883852922
20,60,400,0.006,1.0049442247471714
20,60,400,0.007,2.260932076188919
20,60,400,0.008,5.316946247518657
20,60,400,0.009,1.40933647896566
20,60,400,0.01,3.632260447753785
20,60,500,0.001,2.083508402410428
20,60,500,0.002,3.597481663608782
20,60,500,0.003,0.924212101915122
20,60,500,0.004,0.9483062953149008
20,60,500,0.005,1.4631795960619256
20,60,500,0.006,37.858641128650454
20,60,500,0.007,0.8372124233041376
20,60,500,0.008,1.8350859112265718
20,60,500,0.009,26.236646916779844
20,60,500,0.01,1.2642478186428756
20,70,200,0.001,1.3298321422702477
20,70,200,0.002,0.821832719027796
20,70,200,0.003,2.030418227860882
20,70,200,0.004,1.5923701540669075
20,70,200,0.005,1.5749471529595838
20,70,200,0.006,1.2209680428133924
20,70,200,0.007,3.3437039865432423
20,70,200,0.008,2.0316220669996534
20,70,200,0.009,5.043733431533343
20,70,200,0.01,1.8647456915930205
20,70,300,0.001,2.7015559443143005
20,70,300,0.002,1.9760075687218261
20,70,300,0.003,0.3371980765652308
20,70,300,0.004,2.20647601564579
20,70,300,0.005,3.5206615005438153
20,70,300,0.006,16.506768841746176
20,70,300,0.007,2.359727804393292
20,70,300,0.008,3.9961800225492623
20,70,300,0.009,1.0126875988444541
20,70,300,0.01,0.6085481650947305
20,70,400,0.001,2.0255897264503018
20,70,400,0.002,1.0749589860840094
20,70,400,0.003,1.0173795046895058
20,70,400,0.004,1.1063902889804622
20,70,400,0.005,5.429983603159199
20,70,400,0.006,0.7107695395795501
20,70,400,0.007,2.3975266550084515
20,70,400,0.008,1.2234307731678216
20,70,400,0.009,17.590078272700733
20,70,400,0.01,0.9016244707666017
20,70,500,0.001,1.5698603874909882
20,70,500,0.002,3.3699423345923587
20,70,500,0.003,0.7595514971428562
20,70,500,0.004,5.878400068658752
20,70,500,0.005,0.41006306708549944
20,70,500,0.006,0.3474827167512246
20,70,500,0.007,3.9796585767665373
20,70,500,0.008,2.6790016096060003
20,70,500,0.009,5.822068681384643
20,70,500,0.01,2.5160727983469404
20,80,200,0.001,1.8191261207322074
20,80,200,0.002,1.855410682191977
20,80,200,0.003,2.305805968776066
20,80,200,0.004,3.2748051815831807
20,80,200,0.005,1.47798541961685
20,80,200,0.006,1.4239890889682407
20,80,200,0.007,38.88806565508846
20,80,200,0.008,1.3822907035618497
20,80,200,0.009,6.832456639925445
20,80,200,0.01,3.2894651689847745
20,80,300,0.001,0.7903432441215003
20,80,300,0.002,0.8943331841727342
20,80,300,0.003,2.4433467130194644
20,80,300,0.004,6.6361366237973485
20,80,300,0.005,0.3252312574788498
20,80,300,0.006,1.2945666110608665
20,80,300,0.007,2.2540682872398636
20,80,300,0.008,1.7573399277650323
20,80,300,0.009,1.3452036759987198
20,80,300,0.01,0.4020407751458053
20,80,400,0.001,0.7348369909241143
20,80,400,0.002,2.5855361247985917
20,80,400,0.003,0.31009365860096433
20,80,400,0.004,1.6663947874296567
20,80,400,0.005,0.8795929239811254
20,80,400,0.006,1.3081452871620867
20,80,400,0.007,0.8901448713270156
20,80,400,0.008,1.3724836349042946
20,80,400,0.009,1.8159762251480733
20,80,400,0.01,4.7416635789639345
20,80,500,0.001,2.1208322669287587
20,80,500,0.002,1.5879981433678858
20,80,500,0.003,0.4986955940850671
20,80,500,0.004,2.0452474902162607
20,80,500,0.005,1.826224362648481
20,80,500,0.006,1.7125891150167352
20,80,500,0.007,2.175850072170981
20,80,500,0.008,3.3304010188131956
20,80,500,0.009,1.5070494394257627
20,80,500,0.01,1.2817308445622724
20,90,200,0.001,2.7839388688167537
20,90,200,0.002,3.0691777707979244
20,90,200,0.003,4.377411112578076
20,90,200,0.004,3.6085137956964908
20,90,200,0.005,1.2214694246474893
20,90,200,0.006,1.502368957818246
20,90,200,0.007,0.3855841882058717
20,90,200,0.008,0.3985219016694579
20,90,200,0.009,1.8766542495789882
20,90,200,0.01,0.3526429218374732
20,90,300,0.001,3.0645804513071133
20,90,300,0.002,1.293014055155094
20,90,300,0.003,3.560086862507199
20,90,300,0.004,2.8783297953271343
20,90,300,0.005,1.1706080282292797
20,90,300,0.006,3.1480791018502963
20,90,300,0.007,1.973769872715769
20,90,300,0.008,2.052249103692599
20,90,300,0.009,5.149618093038491
20,90,300,0.01,2.9481351183576727
20,90,400,0.001,0.81924229878439
20,90,400,0.002,1.4266181465561771
20,90,400,0.003,1.3705998333635043
20,90,400,0.004,0.5614414647243913
20,90,400,0.005,15.391624047902852
20,90,400,0.006,2.53383709395939
20,90,400,0.007,1.3759267731575042
20,90,400,0.008,3.6072644659070847
20,90,400,0.009,1.161373914038029
20,90,400,0.01,46.18238172232276
20,90,500,0.001,1.407352317992835
20,90,500,0.002,1.7262377561877813
20,90,500,0.003,0.8236641660262337
20,90,500,0.004,4.584669610369754
20,90,500,0.005,2.0153152693830587
20,90,500,0.006,1.0719261527682025
20,90,500,0.007,3.004148641828388
20,90,500,0.008,2.348610765672068
20,90,500,0.009,3.0002348179307194
20,90,500,0.01,1.9433959441978506
20,100,200,0.001,1.4078299729187345
20,100,200,0.002,0.8055977612416657
20,100,200,0.003,1.2631775568577466
20,100,200,0.004,2.0546016285864903
20,100,200,0.005,1.0223646155092623
20,100,200,0.006,3.027020357860858
20,100,200,0.007,0.7581233206958601
20,100,200,0.008,2.914748098452866
20,100,200,0.009,0.38595557179814377
20,100,200,0.01,1.3664183237110996
20,100,300,0.001,0.5300517423503383
20,100,300,0.002,2.3324171663649547
20,100,300,0.003,8.063634014874179
20,100,300,0.004,2.8821116663999584
20,100,300,0.005,44.87035594528094
20,100,300,0.006,19.282717733641288
20,100,300,0.007,7.691355969124104
20,100,300,0.008,17.34460348258624
20,100,300,0.009,8.187192532342893
20,100,300,0.01,25.777768729477163
20,100,400,0.001,0.8325913643855831
20,100,400,0.002,1.6696060571545792
20,100,400,0.003,1.5799593494386883
20,100,400,0.004,2.4456589310632926
20,100,400,0.005,1.326740758920815
20,100,400,0.006,0.4319844562814422
20,100,400,0.007,3.1639221886822497
20,100,400,0.008,3.273406666383008
20,100,400,0.009,1.7875870927871764
20,100,400,0.01,0.9085237148671731
20,100,500,0.001,0.9917069704273038
20,100,500,0.002,0.8294793461051668
20,100,500,0.003,1.2175255144302743
20,100,500,0.004,0.5515800995076762
20,100,500,0.005,2.1496204927131743
20,100,500,0.006,2.2643833770161406
20,100,500,0.007,3.4813802304160864
20,100,500,0.008,3.1083446977742724
20,100,500,0.009,0.9006950615201934
20,100,500,0.01,0.22025298333132426
24,50,200,0.001,1.794644074729855
24,50,200,0.002,1.02578680817024
24,50,200,0.003,1.199581981283928
24,50,200,0.004,4.19336144020918
24,50,200,0.005,2.5415630690505946
24,50,200,0.006,1.0571438524549055
24,50,200,0.007,0.7284280066956058
24,50,200,0.008,2.901408350532809
24,50,200,0.009,0.6895758039531651
24,50,200,0.01,2.4941739562116
24,50,300,0.001,0.8790769582489301
24,50,300,0.002,2.3483734788607227
24,50,300,0.003,3.096602827908582
24,50,300,0.004,1.6046745126424662
24,50,300,0.005,3.9589141968565467
24,50,300,0.006,2.0691317954223325
24,50,300,0.007,1.8356719086315465
24,50,300,0.008,3.4706581006474546
24,50,300,0.009,2.036081605522416
24,50,300,0.01,5.110321157518801
24,50,400,0.001,4.5133246891106875
24,50,400,0.002,2.7900812023385613
24,50,400,0.003,3.085419172658926
24,50,400,0.004,2.2877092956227205
24,50,400,0.005,2.9277990616412084
