n_lags,hidden_units,epochs,learning_rate,mse
16,50,200,0.001,0.9796271250981827
16,50,200,0.002,2.8828797107918427
16,50,200,0.003,0.3011405216376153
16,50,200,0.004,1.2673093390388126
16,50,200,0.005,0.34372244119943823
16,50,200,0.006,0.41295256779787576
16,50,200,0.007,0.2754385530910734
16,50,200,0.008,2.215002032024302
16,50,200,0.009,1.447134002709446
16,50,200,0.01,0.18748515154917064
16,50,300,0.001,0.8797130414513415
16,50,300,0.002,1.9593638494542607
16,50,300,0.003,2.2600514525259623
16,50,300,0.004,0.3468971458892149
16,50,300,0.005,0.5988909610161216
16,50,300,0.006,0.3308856704075362
16,50,300,0.007,0.23404286551928086
16,50,300,0.008,0.24906150871617183
16,50,300,0.009,0.2979601649186729
16,50,300,0.01,0.47562694542860817
16,50,400,0.001,1.5401295312815801
16,50,400,0.002,4.740974859204458
16,50,400,0.003,0.2304463803161675
16,50,400,0.004,0.7414500215774882
16,50,400,0.005,0.5429323772036366
16,50,400,0.006,0.2505926908923344
16,50,400,0.007,0.45677173716972286
16,50,400,0.008,0.3149313715320585
16,50,400,0.009,0.3877391960642911
16,50,400,0.01,0.1839741516058584
16,50,500,0.001,1.1299621853171948
16,50,500,0.002,1.70618831437827
16,50,500,0.003,0.2666914203379467
16,50,500,0.004,1.1009846772826755
16,50,500,0.005,0.3612050204138039
16,50,500,0.006,0.18700165093322138
16,50,500,0.007,0.21190462234076005
16,50,500,0.008,0.5263958510680097
16,50,500,0.009,0.5566956854658632
16,50,500,0.01,0.36310774749050695
16,60,200,0.001,1.1219682088178604
16,60,200,0.002,1.1842795620047426
16,60,200,0.003,0.2701023545637119
16,60,200,0.004,0.3986818609943082
16,60,200,0.005,0.3198921384703541
16,60,200,0.006,0.22248861059347158
16,60,200,0.007,0.6500322366999066
16,60,200,0.008,0.33190602399559616
16,60,200,0.009,0.2520639311565369
16,60,200,0.01,0.2123534058692799
16,60,300,0.001,2.7201938192276405
16,60,300,0.002,0.42632163486787694
16,60,300,0.003,0.29985213915391873
16,60,300,0.004,0.20353519736906245
16,60,300,0.005,0.6180908020036399
16,60,300,0.006,0.25374235464784084
16,60,300,0.007,0.5817580457729038
16,60,300,0.008,0.2616873939602241
16,60,300,0.009,0.44561179642961984
16,60,300,0.01,0.3510829361122571
16,60,400,0.001,1.0661635770199138
16,60,400,0.002,1.5635510452386698
16,60,400,0.003,1.198147600646373
16,60,400,0.004,1.1948538046757389
16,60,400,0.005,0.30167832865585514
16,60,400,0.006,0.2612375092199004
16,60,400,0.007,0.2300027382198924
16,60,400,0.008,0.3648488351851895
16,60,400,0.009,0.9769003888701863
16,60,400,0.01,0.25572243513211934
16,60,500,0.001,1.2416699046438755
16,60,500,0.002,0.39506310624203295
16,60,500,0.003,0.24243445709914088
16,60,500,0.004,0.7940303527926069
16,60,500,0.005,0.2866768434183246
16,60,500,0.006,0.34913981913642594
16,60,500,0.007,0.40780727200747285
16,60,500,0.008,0.2855755765559913
16,60,500,0.009,0.3439305270898773
16,60,500,0.01,0.19310637487034452
16,70,200,0.001,5.283772507863227
16,70,200,0.002,0.4147651255054579
16,70,200,0.003,0.2355808742552051
16,70,200,0.004,0.3498420633831107
16,70,200,0.005,0.2813687125434734
16,70,200,0.006,0.22963489247493293
16,70,200,0.007,0.4691263310210432
16,70,200,0.008,0.305854593670241
16,70,200,0.009,0.7048636541754313
16,70,200,0.01,0.30611882744958624
16,70,300,0.001,2.5652473992030713
16,70,300,0.002,0.33384075538792346
16,70,300,0.003,0.3045859487829559
16,70,300,0.004,0.21519345617458974
16,70,300,0.005,0.2668049357215532
16,70,300,0.006,0.20132142523273108
16,70,300,0.007,0.3139866890800867
16,70,300,0.008,0.40553116211341406
16,70,300,0.009,0.21288128644023852
16,70,300,0.01,0.2800307582498066
16,70,400,0.001,3.0750219699336636
16,70,400,0.002,0.6478465650603293
16,70,400,0.003,0.3264321364085991
16,70,400,0.004,0.29173485184079434
16,70,400,0.005,0.326908119413729
16,70,400,0.006,0.4030646922971259
16,70,400,0.007,0.2523206354765812
16,70,400,0.008,0.4234521576255319
16,70,400,0.009,0.3246129902907282
16,70,400,0.01,0.6420964791805958
16,70,500,0.001,2.3658975382404264
16,70,500,0.002,0.3028981511129975
16,70,500,0.003,0.2210477279227471
16,70,500,0.004,0.29331803732857353
16,70,500,0.005,0.2484443728028847
16,70,500,0.006,0.45170245019392263
16,70,500,0.007,1.1020215311929176
16,70,500,0.008,0.22486101353904142
16,70,500,0.009,0.3312917271946912
16,70,500,0.01,0.2957936998260208
16,80,200,0.001,3.2083339320463473
16,80,200,0.002,0.36231883485077865
16,80,200,0.003,0.5008905233232891
16,80,200,0.004,1.3399230927665189
16,80,200,0.005,0.40870039716147444
16,80,200,0.006,0.4994845237653502
16,80,200,0.007,0.4315758513060983
16,80,200,0.008,0.1984496076631261
16,80,200,0.009,0.3521126581702587
16,80,200,0.01,0.14421032205461365
16,80,300,0.001,3.1044712340578005
16,80,300,0.002,0.5744908716164379
16,80,300,0.003,0.2684323206277639
16,80,300,0.004,0.5013453358087917
16,80,300,0.005,0.25586966757964624
16,80,300,0.006,0.6634186182817899
16,80,300,0.007,0.8394321513623356
16,80,300,0.008,0.31453298754436404
16,80,300,0.009,0.26098757370167686
16,80,300,0.01,0.1710620332647181
16,80,400,0.001,5.168590792213393
16,80,400,0.002,0.32227194341837034
16,80,400,0.003,0.25903755421480396
16,80,400,0.004,0.43510628599977
16,80,400,0.005,0.48645889719766
16,80,400,0.006,0.7047771402075659
16,80,400,0.007,0.2663650157933148
16,80,400,0.008,0.19487157922531376
16,80,400,0.009,0.20007369015070375
16,80,400,0.01,0.3119029318631209
16,80,500,0.001,4.77318288680364
16,80,500,0.002,2.2024082365855224
16,80,500,0.003,0.24538865434713722
16,80,500,0.004,0.3467312973306875
16,80,500,0.005,0.19178926754455006
16,80,500,0.006,0.4231193833490778
16,80,500,0.007,0.35889869363433274
16,80,500,0.008,0.28592416917222724
16,80,500,0.009,0.7536254333145194
16,80,500,0.01,0.36636216351180234
16,90,200,0.001,3.966898854681531
16,90,200,0.002,1.1891707155545752
16,90,200,0.003,0.3720614675630896
16,90,200,0.004,0.34752740598367676
16,90,200,0.005,1.729047799180779
16,90,200,0.006,0.2245343061464582
16,90,200,0.007,0.3252596782826861
16,90,200,0.008,0.8032041801582174
16,90,200,0.009,0.4952482996220888
16,90,200,0.01,0.7694535008193392
16,90,300,0.001,3.0725887401057252
16,90,300,0.002,0.24387025775903193
16,90,300,0.003,0.46516633081133635
16,90,300,0.004,0.29863201400453293
16,90,300,0.005,0.5705907999128011
16,90,300,0.006,0.3397760832535191
16,90,300,0.007,0.25076814020419896
16,90,300,0.008,0.2085049581187647
16,90,300,0.009,1.327946364554769
16,90,300,0.01,0.2960062568445782
16,90,400,0.001,3.6582550221035284
16,90,400,0.002,0.6138934964165565
16,90,400,0.003,0.6221426521175986
16,90,400,0.004,0.371779911971966
16,90,400,0.005,0.3262376063319804
16,90,400,0.006,0.25452523462276705
16,90,400,0.007,0.36138172342979513
16,90,400,0.008,0.7240604811858405
16,90,400,0.009,0.5725284593045193
16,90,400,0.01,0.1957730792639236
16,90,500,0.001,2.085054064559071
16,90,500,0.002,0.2511685740471952
16,90,500,0.003,0.37854997387707545
16,90,500,0.004,0.2465001608881692
16,90,500,0.005,0.45118220652594904
16,90,500,0.006,0.6971750481030733
16,90,500,0.007,0.848912905165817
16,90,500,0.008,0.4470096731879322
16,90,500,0.009,0.47467215205521707
16,90,500,0.01,0.19365469863574555
16,100,200,0.001,3.6075952792376387
16,100,200,0.002,0.2721627143102596
16,100,200,0.003,1.004345926568279
16,100,200,0.004,0.38412847508522047
16,100,200,0.005,0.6568092724815474
16,100,200,0.006,0.23340379539313325
16,100,200,0.007,0.37947046250317623
16,100,200,0.008,0.4277625923752908
16,100,200,0.009,0.5683052121971719
16,100,200,0.01,0.29185697614342704
16,100,300,0.001,2.4350361611744336
16,100,300,0.002,1.283056507164367
16,100,300,0.003,0.5228809250417762
16,100,300,0.004,0.4738494482153765
16,100,300,0.005,0.25689079492755623
16,100,300,0.006,0.6755551945047266
16,100,300,0.007,0.9435777621879606
16,100,300,0.008,0.20890060577051028
16,100,300,0.009,0.47035204313574924
16,100,300,0.01,0.3702322659728435
16,100,400,0.001,5.318799614614714
16,100,400,0.002,0.8509974208676531
16,100,400,0.003,0.4090317313376705
16,100,400,0.004,0.40693020893886583
16,100,400,0.005,0.2924770022820799
16,100,400,0.006,0.22007856820287308
16,100,400,0.007,0.4125503707594243
16,100,400,0.008,0.3479497555371383
16,100,400,0.009,0.5022740857980003
16,100,400,0.01,0.41438768154788613
16,100,500,0.001,9.898424152547772
16,100,500,0.002,0.38452511081489066
16,100,500,0.003,0.2862444827815136
16,100,500,0.004,0.3693689879715012
16,100,500,0.005,1.0717722672545864
16,100,500,0.006,0.21122323985460292
16,100,500,0.007,0.7036367234503551
16,100,500,0.008,0.2428718912815222
16,100,500,0.009,0.15488085923801084
16,100,500,0.01,0.24192298002602686
20,50,200,0.001,1.2941743380397015
20,50,200,0.002,1.5908944835015344
20,50,200,0.003,2.509756383391563
20,50,200,0.004,0.39338213044337816
20,50,200,0.005,0.30597700026807123
20,50,200,0.006,0.18012491795043317
20,50,200,0.007,0.1897723020631431
20,50,200,0.008,0.35134398606195444
20,50,200,0.009,0.1840991876501154
20,50,200,0.01,0.25583490155741007
20,50,300,0.001,0.9666708090128285
20,50,300,0.002,3.755457849708471
20,50,300,0.003,0.31676674099196467
20,50,300,0.004,0.41212873867408356
20,50,300,0.005,0.6251809716584737
20,50,300,0.006,0.2021169097871418
20,50,300,0.007,0.20182389933180545
20,50,300,0.008,0.264129527239807
20,50,300,0.009,0.4164411053399892
20,50,300,0.01,0.24133596350177697
20,50,400,0.001,1.0163694854896097
20,50,400,0.002,1.9664529476811945
20,50,400,0.003,0.4307675643504282
20,50,400,0.004,0.7177359166089836
20,50,400,0.005,0.33236159437514556
20,50,400,0.006,0.5523653268584551
20,50,400,0.007,0.6799651499330148
20,50,400,0.008,0.2432270600151119
20,50,400,0.009,0.3724559979557601
20,50,400,0.01,0.27128409281877724
20,50,500,0.001,1.0469502884345916
20,50,500,0.002,0.6243444147099905
20,50,500,0.003,0.33013238241585735
20,50,500,0.004,0.28856889189390345
20,50,500,0.005,0.20093749236127212
20,50,500,0.006,0.28774348284577145
20,50,500,0.007,0.2291980916186429
20,50,500,0.008,0.4133636889291946
20,50,500,0.009,0.20360939881936285
20,50,500,0.01,0.1834954190165624
20,60,200,0.001,1.8980133251407703
20,60,200,0.002,1.1667998549214424
20,60,200,0.003,0.2775493622702487
20,60,200,0.004,3.8128686439645163
20,60,200,0.005,0.36118529758818596
20,60,200,0.006,0.25118568366551713
20,60,200,0.007,0.3422655956635757
20,60,200,0.008,0.37417995446581787
20,60,200,0.009,0.8779623503322235
20,60,200,0.01,0.3769234354529413
20,60,300,0.001,2.1747088740869236
20,60,300,0.002,0.3227492550975133
20,60,300,0.003,0.29884869937138775
20,60,300,0.004,0.21781539251193677
20,60,300,0.005,0.27616846845536763
20,60,300,0.006,0.4131364791142143
20,60,300,0.007,0.35374977324749607
20,60,300,0.008,0.19797000620682997
20,60,300,0.009,0.24490592450088028
20,60,300,0.01,0.17241955274736548
20,60,400,0.001,0.9640663692893738
20,60,400,0.002,1.0646755387744307
20,60,400,0.003,0.3511355416781626
20,60,400,0.004,0.8494949343510142
20,60,400,0.005,0.36110885133406695
20,60,400,0.006,0.19624538679394507
20,60,400,0.007,0.3179627994147912
20,60,400,0.008,0.22919713388287355
20,60,400,0.009,0.22543419652133007
20,60,400,0.01,0.16808963592353832
20,60,500,0.001,2.034843753238627
20,60,500,0.002,0.6476373235607983
20,60,500,0.003,0.4576417131929337
20,60,500,0.004,0.2606415087447814
20,60,500,0.005,0.35308634793410304
20,60,500,0.006,0.30303401612018704
20,60,500,0.007,0.2270360105239276
20,60,500,0.008,0.15927025110087212
20,60,500,0.009,0.5826612350729323
20,60,500,0.01,0.47709351355217977
20,70,200,0.001,2.037461293193321
20,70,200,0.002,0.3919677409452047
20,70,200,0.003,0.28949019484147565
20,70,200,0.004,0.3845353849244189
20,70,200,0.005,0.1903764167243929
20,70,200,0.006,0.39860503146929105
20,70,200,0.007,0.38178037618637395
20,70,200,0.008,0.22674430214640462
20,70,200,0.009,0.19440836197059347
20,70,200,0.01,0.2172873714429298
20,70,300,0.001,3.2663436218734945
20,70,300,0.002,0.3849812706321127
20,70,300,0.003,0.9701271789324533
20,70,300,0.004,0.564381150649301
20,70,300,0.005,0.5571275891792273
20,70,300,0.006,0.3307957937685923
20,70,300,0.007,0.283866332438179
20,70,300,0.008,0.6856746306534258
20,70,300,0.009,0.28700871865363164
20,70,300,0.01,0.738503957908688
20,70,400,0.001,1.825452686911966
20,70,400,0.002,0.30397755134990095
20,70,400,0.003,0.25775124359285145
20,70,400,0.004,0.22099122740414806
20,70,400,0.005,0.48699036938495416
20,70,400,0.006,0.17669246893516447
20,70,400,0.007,0.3003466529435229
20,70,400,0.008,1.6411102157989248
20,70,400,0.009,0.36164044823320046
20,70,400,0.01,0.5500595841517572
20,70,500,0.001,1.8673085523153374
20,70,500,0.002,0.5812663372803493
20,70,500,0.003,0.3356653220178099
20,70,500,0.004,0.24476191836872693
20,70,500,0.005,0.5005113737447658
20,70,500,0.006,0.7939135926404461
20,70,500,0.007,0.2223448788850094
20,70,500,0.008,0.27828812850383683
20,70,500,0.009,0.2694487145463567
20,70,500,0.01,0.2573243377459767
20,80,200,0.001,5.3981887924808305
20,80,200,0.002,0.39128721955570456
20,80,200,0.003,0.28091211875778255
20,80,200,0.004,0.2619773051587378
20,80,200,0.005,0.6032404955542338
20,80,200,0.006,0.6546887719976292
20,80,200,0.007,0.27033585787670267
20,80,200,0.008,0.28087716178362476
20,80,200,0.009,0.3703507702481317
20,80,200,0.01,0.4188667041798904
20,80,300,0.001,2.752104112923085
20,80,300,0.002,0.2626114541860229
20,80,300,0.003,0.21243166262444824
20,80,300,0.004,0.7071198529928959
20,80,300,0.005,0.3924499400733305
20,80,300,0.006,0.2221449320897412
20,80,300,0.007,0.44672113758052634
20,80,300,0.008,0.21867943496869396
20,80,300,0.009,0.24780983477598312
20,80,300,0.01,0.8046326768647671
20,80,400,0.001,3.0771592054132855
20,80,400,0.002,0.33968863673523864
20,80,400,0.003,0.2830011011372039
20,80,400,0.004,0.23288011526930388
20,80,400,0.005,0.31481365372317344
20,80,400,0.006,0.2326198558605634
20,80,400,0.007,0.23473224534098977
20,80,400,0.008,0.21945279307276042
20,80,400,0.009,0.2830713279178555
20,80,400,0.01,0.35638100861007316
20,80,500,0.001,5.2319592200443195
20,80,500,0.002,0.44259615019648957
20,80,500,0.003,0.2693268648710584
20,80,500,0.004,0.30202482870215397
20,80,500,0.005,0.47580000441961934
20,80,500,0.006,0.47038804957727065
20,80,500,0.007,0.7187178369306307
20,80,500,0.008,0.7648592120086709
20,80,500,0.009,0.20793125272492202
20,80,500,0.01,0.32066807129724395
20,90,200,0.001,7.229215689683887
20,90,200,0.002,0.4759302720894961
20,90,200,0.003,0.4612011396865556
20,90,200,0.004,1.2925551423073771
20,90,200,0.005,0.42407667050216885
20,90,200,0.006,0.3096978154775765
20,90,200,0.007,0.4363031807180858
20,90,200,0.008,0.3983307902842702
20,90,200,0.009,0.3801484505569075
20,90,200,0.01,0.21284329371630764
20,90,300,0.001,1.242795453255894
20,90,300,0.002,0.21795470266684455
20,90,300,0.003,0.23664792373254903
20,90,300,0.004,0.7716187648489854
20,90,300,0.005,0.26342434167764905
20,90,300,0.006,0.3033047287621227
20,90,300,0.007,0.5016309488111709
20,90,300,0.008,0.4990530339286768
20,90,300,0.009,0.20251853819664659
20,90,300,0.01,0.2706759031179758
20,90,400,0.001,3.303784341592122
20,90,400,0.002,0.682901898698509
20,90,400,0.003,0.2826396514224524
20,90,400,0.004,0.32190182727638517
20,90,400,0.005,0.4209068879891748
20,90,400,0.006,0.32245409912102624
20,90,400,0.007,0.28300978123796955
20,90,400,0.008,0.3011940150262463
20,90,400,0.009,0.45569772741441666
20,90,400,0.01,0.26870094403507405
20,90,500,0.001,4.90217194403354
20,90,500,0.002,0.3543686248204999
20,90,500,0.003,0.4964915949854066
20,90,500,0.004,0.4777778743981177
20,90,500,0.005,0.2814102376790443
20,90,500,0.006,0.6208271466236949
20,90,500,0.007,0.26671501238626116
20,90,500,0.008,0.27013768056802506
20,90,500,0.009,0.4059483348160267
20,90,500,0.01,0.17014128227978872
20,100,200,0.001,2.674912481137815
20,100,200,0.002,0.349799375612153
20,100,200,0.003,0.3080611535681983
20,100,200,0.004,0.6870299608735182
20,100,200,0.005,0.4311000114879948
20,100,200,0.006,0.9889770349294141
20,100,200,0.007,1.583160719396739
20,100,200,0.008,1.2893144331573763
20,100,200,0.009,0.5158775337798399
20,100,200,0.01,0.5397935126799518
20,100,300,0.001,1.6324618924547791
20,100,300,0.002,0.2935363041455321
20,100,300,0.003,0.5226518467185481
20,100,300,0.004,0.5968847727930126
20,100,300,0.005,0.293448395733713
20,100,300,0.006,0.24731518778053618
20,100,300,0.007,0.2778790380517758
20,100,300,0.008,0.2949199870189842
20,100,300,0.009,0.4418497372395624
20,100,300,0.01,0.4869266626437056
20,100,400,0.001,2.066552410921601
20,100,400,0.002,0.8318678462518256
20,100,400,0.003,0.6505032185208361
20,100,400,0.004,0.39588447504847557
20,100,400,0.005,0.8431816621455179
20,100,400,0.006,0.9434888224295556
20,100,400,0.007,0.5795266945280462
20,100,400,0.008,0.5097870883404624
20,100,400,0.009,0.4791308439102949
20,100,400,0.01,0.28770633463434975
20,100,500,0.001,0.9982735444476887
20,100,500,0.002,0.25151283423613313
20,100,500,0.003,0.4830870481220104
20,100,500,0.004,0.32065996284834786
20,100,500,0.005,0.24105851524832655
20,100,500,0.006,0.2293655297998341
20,100,500,0.007,0.48154463898158684
20,100,500,0.008,0.36845912405509595
20,100,500,0.009,0.438027206206385
20,100,500,0.01,1.2740930880641423
24,50,200,0.001,0.9954008677214923
24,50,200,0.002,0.3635127269466529
24,50,200,0.003,0.3157204069280061
24,50,200,0.004,0.1924761797062077
24,50,200,0.005,0.42998874660475184
24,50,200,0.006,0.6793679038888759
24,50,200,0.007,2.2624706954649407
24,50,200,0.008,0.5460300411143216
24,50,200,0.009,0.22706899211773388
24,50,200,0.01,0.31161452348481905
24,50,300,0.001,1.239039712060764
24,50,300,0.002,2.132403218138617
24,50,300,0.003,0.3273708618721285
24,50,300,0.004,0.6999426226540136
24,50,300,0.005,0.2513716395121882
24,50,300,0.006,0.30040034961237616
