n_lags,hidden_units,epochs,learning_rate,mse
24,50,300,0.002,0.2520919561724912
24,50,300,0.003,0.17002812044763752
24,50,300,0.004,0.2914817833097899
24,50,300,0.005,0.2627898982310498
24,50,300,0.006,0.19209593160072969
24,50,300,0.007,0.36670297005886726
24,50,300,0.008,0.36974386845477236
24,50,300,0.009,0.28642477869830624
24,50,300,0.01,0.2927376301851429
24,50,400,0.001,0.20654888793692575
24,50,400,0.002,0.24459246512222227
24,50,400,0.003,0.2517055758932839
24,50,400,0.004,0.2576702553522633
24,50,400,0.005,0.3243921440644464
24,50,400,0.006,0.3159245467481497
24,50,400,0.007,0.27444792351606484
24,50,400,0.008,0.2525869235205408
24,50,400,0.009,0.32084394349685746
24,50,400,0.01,0.4303258152996577
24,50,500,0.001,0.29002099408503723
24,50,500,0.002,0.26868684224908085
24,50,500,0.003,0.2227844479013352
24,50,500,0.004,0.25312602399801004
24,50,500,0.005,0.3036072945028335
24,50,500,0.006,0.23896693660581836
24,50,500,0.007,0.28564903572152206
24,50,500,0.008,0.275284102849988
24,50,500,0.009,0.3861903501574092
24,50,500,0.01,0.3452819990077187
24,60,200,0.001,0.2508526623921094
24,60,200,0.002,0.24895382977742841
24,60,200,0.003,0.25464614860750273
24,60,200,0.004,0.2479673729767421
24,60,200,0.005,0.2611726286198896
24,60,200,0.006,0.30612887386618487
24,60,200,0.007,0.33938181806496837
24,60,200,0.008,0.4592419110237566
24,60,200,0.009,0.421441663335535
24,60,200,0.01,0.3816472678975862
24,60,300,0.001,0.3481816663714008
24,60,300,0.002,0.2984710904171406
24,60,300,0.003,0.25277610988555527
24,60,300,0.004,0.2125280696880443
24,60,300,0.005,0.25953231135621274
24,60,300,0.006,0.26593104248372434
24,60,300,0.007,0.28356213794306
24,60,300,0.008,0.3499610452560749
24,60,300,0.009,0.5119175412776182
24,60,300,0.01,0.44567020912813926
24,60,400,0.001,0.30646503876304493
24,60,400,0.002,0.2520143038563453
24,60,400,0.003,0.2535635507036862
24,60,400,0.004,0.33751883048974196
24,60,400,0.005,0.25229915741366393
24,60,400,0.006,0.3953907519412638
24,60,400,0.007,0.38850308980105586
24,60,400,0.008,0.293981177275204
24,60,400,0.009,0.4854210245053307
24,60,400,0.01,0.6137620650687398
24,60,500,0.001,0.44416678634488205
24,60,500,0.002,0.2545209743790695
24,60,500,0.003,0.2580959597590969
24,60,500,0.004,0.2540228740975032
24,60,500,0.005,0.3186318868041704
24,60,500,0.006,0.42151108293592365
24,60,500,0.007,0.4637205393537615
24,60,500,0.008,0.39547818075878977
24,60,500,0.009,0.4300669359799359
24,60,500,0.01,0.4168252770779269
24,70,200,0.001,0.3964599237958619
24,70,200,0.002,0.2519394498249732
24,70,200,0.003,0.2596260839567979
24,70,200,0.004,0.25499088983131846
24,70,200,0.005,0.3128843346397519
24,70,200,0.006,0.3843363900875049
24,70,200,0.007,0.2687617328567436
24,70,200,0.008,0.2302478389445578
24,70,200,0.009,0.49991409377044965
24,70,200,0.01,0.5284376372210408
24,70,300,0.001,0.2855015169057864
24,70,300,0.002,0.3073596411208393
24,70,300,0.003,0.24542956116447343
24,70,300,0.004,0.26161845558420926
24,70,300,0.005,0.4190793648589798
24,70,300,0.006,0.368106662597199
24,70,300,0.007,0.43696874431802984
24,70,300,0.008,0.4590297205632052
24,70,300,0.009,0.46154009708194366
24,70,300,0.01,0.6073134788284501
24,70,400,0.001,0.29732617724143223
24,70,400,0.002,0.7523512833289204
24,70,400,0.003,0.1841850699333025
24,70,400,0.004,0.2651187907451196
24,70,400,0.005,0.35176067281185724
24,70,400,0.006,0.26872979268850905
24,70,400,0.007,0.358574499359042
24,70,400,0.008,0.4399667707844914
24,70,400,0.009,0.3565725172643538
24,70,400,0.01,0.5530281936573432
24,70,500,0.001,0.18752606005750402
24,70,500,0.002,0.1988133576891844
24,70,500,0.003,0.26789262672105785
24,70,500,0.004,0.36566157329428817
24,70,500,0.005,0.28180790895509433
24,70,500,0.006,0.29555996763410763
24,70,500,0.007,0.2837270005957403
24,70,500,0.008,0.38906527775230304
24,70,500,0.009,0.4752396326578415
24,70,500,0.01,0.508290497939922
24,80,200,0.001,0.5240349438577613
24,80,200,0.002,0.22408877695379656
24,80,200,0.003,0.259020777813751
24,80,200,0.004,0.258357252993844
24,80,200,0.005,0.39271974651972746
24,80,200,0.006,0.38403264565301787
24,80,200,0.007,0.4781092966717816
24,80,200,0.008,0.43618301842081464
24,80,200,0.009,0.6073087613220585
24,80,200,0.01,0.22594472957932343
24,80,300,0.001,0.2679516127482756
24,80,300,0.002,0.26620837351623616
24,80,300,0.003,0.25241936776894264
24,80,300,0.004,0.14630771119145888
24,80,300,0.005,0.25022123356466247
24,80,300,0.006,0.3640782833969427
24,80,300,0.007,0.31359027194232836
24,80,300,0.008,0.39834639215817663
24,80,300,0.009,0.42906308647989205
24,80,300,0.01,0.4841492233811308
24,80,400,0.001,0.25598001715839186
24,80,400,0.002,0.3102184922331633
24,80,400,0.003,0.2605268447460654
24,80,400,0.004,0.28117535578484565
24,80,400,0.005,0.3508559787326865
24,80,400,0.006,0.45619394179614486
24,80,400,0.007,0.40777383039532344
24,80,400,0.008,0.43564432234231704
24,80,400,0.009,0.44713014607732543
24,80,400,0.01,0.48689052425678037
24,80,500,0.001,0.33514281191660883
24,80,500,0.002,0.28646095235568675
24,80,500,0.003,0.2754721734497145
24,80,500,0.004,0.25177051325069755
24,80,500,0.005,0.33230240286003193
24,80,500,0.006,0.2692846353975582
24,80,500,0.007,0.3274805089450458
24,80,500,0.008,0.47998379170847566
24,80,500,0.009,0.5443504982000436
24,80,500,0.01,0.2525593660540666
24,90,200,0.001,0.35556346636558134
24,90,200,0.002,0.2680803765871201
24,90,200,0.003,0.25436914226311025
24,90,200,0.004,0.28990495067442457
24,90,200,0.005,0.3651009904814637
24,90,200,0.006,0.3799581943063279
24,90,200,0.007,0.5274413015697909
24,90,200,0.008,0.37921746718316335
24,90,200,0.009,0.6581212327006633
24,90,200,0.01,0.5248519445794227
24,90,300,0.001,0.35774114024269216
24,90,300,0.002,0.27741888342636234
24,90,300,0.003,0.2854183088794526
24,90,300,0.004,0.30116171708526696
24,90,300,0.005,0.44536467302997146
24,90,300,0.006,0.4015046409563272
24,90,300,0.007,0.43980300079114637
24,90,300,0.008,0.5539937827321304
24,90,300,0.009,0.5789649173975969
24,90,300,0.01,0.5135083800839731
24,90,400,0.001,0.240737544967305
24,90,400,0.002,0.2534536219656405
24,90,400,0.003,0.25613780579279677
24,90,400,0.004,0.5369123731186934
24,90,400,0.005,0.3593547785035966
24,90,400,0.006,0.4102010466195273
24,90,400,0.007,0.32971070520579987
24,90,400,0.008,0.5729451289472182
24,90,400,0.009,0.6557143639787378
24,90,400,0.01,0.35146842638895825
24,90,500,0.001,0.21569646099782752
24,90,500,0.002,0.23688179661454323
24,90,500,0.003,0.25240849286881945
24,90,500,0.004,0.28359996053269226
24,90,500,0.005,0.35578938173212893
24,90,500,0.006,0.29543518728747153
24,90,500,0.007,0.5748957613696943
24,90,500,0.008,0.5112673093306519
24,90,500,0.009,0.5962565652715736
24,90,500,0.01,0.444505348623643
24,100,200,0.001,0.1395130485361181
24,100,200,0.002,0.23291875229573164
24,100,200,0.003,0.2624438685304804
24,100,200,0.004,0.29735883887953607
24,100,200,0.005,0.44263610461752817
24,100,200,0.006,0.4269435136802771
24,100,200,0.007,0.2822700568705114
24,100,200,0.008,0.4185742047380799
24,100,200,0.009,0.6501191669515064
24,100,200,0.01,0.2918730379344204
24,100,300,0.001,0.274398039414429
24,100,300,0.002,0.3586909261206566
24,100,300,0.003,0.2808402156239198
24,100,300,0.004,0.37764666181952405
24,100,300,0.005,0.37482067598346286
24,100,300,0.006,0.43412428024008975
24,100,300,0.007,0.5668777830098196
24,100,300,0.008,0.5693572747461992
24,100,300,0.009,0.43462311874087783
24,100,300,0.01,0.6972791089915865
24,100,400,0.001,0.35649705785934427
24,100,400,0.002,0.24477885083864584
24,100,400,0.003,0.27969041951018947
24,100,400,0.004,0.27740746506271535
24,100,400,0.005,0.41344933425828995
24,100,400,0.006,0.3622056762152817
24,100,400,0.007,0.35417708784208923
24,100,400,0.008,0.5659550993082095
24,100,400,0.009,0.7707952577307647
24,100,400,0.01,0.4215421151700429
24,100,500,0.001,0.11932340376653781
24,100,500,0.002,0.3715574424981661
24,100,500,0.003,0.30095486094271
24,100,500,0.004,0.2573060436861796
24,100,500,0.005,0.3611229128005744
24,100,500,0.006,0.5940880966193893
24,100,500,0.007,0.497408533772325
24,100,500,0.008,0.5608125987246741
24,100,500,0.009,0.4393598188390422
24,100,500,0.01,0.5260378549359804
